"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"616",2010,"Texas","Female Breast",20.8,2627,12721701
"617",2010,"United States","Female Breast",21.9,40996,157246908
"618",2010,"Utah","Female Breast",22.2,257,1381236
"619",2010,"Vermont","Female Breast",19.1,83,317616
"620",2010,"Virginia","Female Breast",22.2,1034,4085573
"621",2010,"Washington","Female Breast",21,817,3384406
"622",2010,"West Virginia","Female Breast",20.5,272,939931
"623",2010,"Wisconsin","Female Breast",21.3,767,2866299
"624",2010,"Wyoming","Female Breast",22.3,72,276702
"625",2011,"Alabama","Female Breast",21.4,647,2470815
"626",2011,"Alaska","Female Breast",20.1,57,346327
"627",2011,"Arizona","Female Breast",19.5,752,3254919
"628",2011,"Arkansas","Female Breast",20.9,388,1496405
"629",2011,"California","Female Breast",20.6,4260,18943047
"630",2011,"Colorado","Female Breast",19.7,550,2554640
"631",2011,"Connecticut","Female Breast",19.5,484,1840738
"632",2011,"Delaware","Female Breast",22,128,468129
"633",2011,"District of Columbia","Female Breast",26.2,89,326399
"634",2011,"Florida","Female Breast",20.6,2814,9735378
"635",2011,"Georgia","Female Breast",22.6,1188,5015863
"636",2011,"Hawaii","Female Breast",12.4,107,688415
"637",2011,"Idaho","Female Breast",22.1,193,790779
"638",2011,"Illinois","Female Breast",23.2,1815,6555625
"639",2011,"Indiana","Female Breast",22.2,879,3309931
"640",2011,"Iowa","Female Breast",19.5,408,1546331
"641",2011,"Kansas","Female Breast",19.9,352,1445239
"642",2011,"Kentucky","Female Breast",22.5,613,2220067
